CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
1865,New York,Monroe,.4446,.5090,.0363,.0102,141266,161743,11520,1728,510,72,.,882,.,41,.,.,.,.,.,.,.
1866,New York,Montgomery,.4693,.4925,.0234,.0148,9765,10249,487,139,11,8,.,146,.,4,.,.,.,.,.,.,.
1867,New York,Nassau,.3849,.5793,.0251,.0108,226954,341610,14780,2809,524,59,.,2884,.,87,.,.,.,.,.,.,.
1868,New York,Niagara,.4391,.5124,.0349,.0136,40952,47781,3257,770,101,34,.,344,.,18,.,.,.,.,.,.,.
1869,New York,Oneida,.4959,.4577,.0329,.0135,47603,43933,3160,736,83,42,.,425,.,14,.,.,.,.,.,.,.
1870,New York,Onondaga,.4109,.5397,.0377,.0117,83678,109896,7670,1179,263,51,.,857,.,35,.,.,.,.,.,.,.
1871,New York,Ontario,.5198,.4301,.0390,.0111,23885,19761,1793,250,72,17,.,155,.,15,.,.,.,.,.,.,.
1872,New York,Orange,.4967,.4597,.0331,.0105,62852,58170,4192,647,161,33,.,469,.,25,.,.,.,.,.,.,.
1873,New York,Orleans,.5808,.3781,.0299,.0111,9202,5991,474,105,24,8,.,38,.,1,.,.,.,.,.,.,.
1874,New York,Oswego,.4796,.4715,.0351,.0138,23249,22857,1699,374,64,26,.,197,.,7,.,.,.,.,.,.,.
1875,New York,Otsego,.4819,.4519,.0560,.0103,12219,11460,1419,102,32,2,.,120,.,4,.,.,.,.,.,.,.
1876,New York,Putnam,.5136,.4354,.0407,.0103,21853,18525,1730,264,57,5,.,109,.,4,.,.,.,.,.,.,.
1877,New York,Rensselaer,.4320,.5086,.0481,.0113,29562,34808,3291,337,111,18,.,285,.,24,.,.,.,.,.,.,.
1878,New York,Rockland,.3952,.5672,.0286,.0090,48441,69530,3502,472,133,33,.,461,.,8,.,.,.,.,.,.,.
1879,New York,St. Lawrence,.4135,.5376,.0374,.0115,16449,21386,1488,209,55,22,.,157,.,13,.,.,.,.,.,.,.
1880,New York,Saratoga,.4905,.4561,.0436,.0097,46623,43359,4149,376,131,24,.,377,.,18,.,.,.,.,.,.,.
1881,New York,Schenectady,.4177,.5308,.0411,.0105,27961,35534,2750,308,108,21,.,250,.,14,.,.,.,.,.,.,.
1882,New York,Schoharie,.5506,.3978,.0407,.0109,7459,5390,551,66,26,6,.,47,.,3,.,.,.,.,.,.,.
1883,New York,Schuyler,.5373,.4049,.0453,.0125,4381,3301,369,46,8,2,.,45,.,1,.,.,.,.,.,.,.
1884,New York,Seneca,.4698,.4773,.0391,.0138,6734,6841,560,114,22,5,.,55,.,2,.,.,.,.,.,.,.
1885,New York,Steuben,.5966,.3599,.0308,.0127,24200,14600,1248,249,34,7,.,212,.,13,.,.,.,.,.,.,.
1886,New York,Suffolk,.4199,.5338,.0316,.0147,240992,306306,18130,3155,513,73,.,4616,.,81,.,.,.,.,.,.,.
1887,New York,Sullivan,.4453,.5030,.0405,.0111,12703,14348,1156,159,30,5,.,114,.,9,.,.,.,.,.,.,.
1888,New York,Tioga,.5451,.4084,.0377,.0089,12239,9170,846,97,31,5,.,64,.,2,.,.,.,.,.,.,.
1889,New York,Tompkins,.3333,.5444,.1135,.0088,13351,21807,4548,113,119,14,.,90,2,16,.,.,.,.,.,.,.
1890,New York,Ulster,.4276,.4878,.0733,.0113,33447,38162,5732,362,132,28,.,340,.,22,.,.,.,.,.,.,.
1891,New York,Warren,.5238,.4260,.0411,.0090,14993,12193,1177,106,18,7,.,125,.,2,.,.,.,.,.,.,.
1892,New York,Washington,.5347,.4093,.0423,.0136,12596,9641,997,128,37,9,.,142,.,5,.,.,.,.,.,.,.
1893,New York,Wayne,.5662,.3907,.0314,.0117,21701,14977,1202,240,61,4,.,136,.,8,.,.,.,.,.,.,.
1894,New York,Westchester,.3746,.5864,.0312,.0078,139278,218010,11596,1384,452,51,.,926,.,78,.,.,.,.,.,.,.
1895,New York,Wyoming,.6132,.3367,.0311,.0190,10809,5935,548,159,3,3,.,67,.,103,.,.,.,.,.,.,.
1896,New York,Yates,.5536,.3942,.0384,.0138,5565,3962,386,72,11,3,.,51,.,2,.,.,.,.,.,.,.
1897,New York,Bronx,.1177,.8629,.0138,.0056,36245,265801,4265,921,117,54,.,536,.,109,.,.,.,.,.,.,.
1898,New York,Kings,.1565,.8061,.0324,.0050,96605,497468,19977,1457,419,139,.,895,.,145,.,.,.,.,.,.,.
1899,New York,New York,.1419,.7977,.0549,.0055,79921,449300,30923,996,990,74,.,855,.,173,.,.,.,.,.,.,.
1900,New York,Queens,.2195,.7500,.0247,.0057,122052,416967,13720,1889,385,87,.,721,.,109,.,.,.,.,.,.,.
1901,New York,Richmond,.4496,.5195,.0250,.0059,63903,73828,3550,553,96,17,.,154,.,20,.,.,.,.,.,.,.
1902,North Carolina,Alamance,.6223,.3708,.,.0069,29305,17459,.,170,157,.,.,.,.,.,.,.,.,.,.,.,.
1903,North Carolina,Alexander,.6850,.3088,.,.0062,9242,4166,.,43,36,.,.,.,5,.,.,.,.,.,.,.,.
1904,North Carolina,Alleghany,.5868,.3976,.,.0155,2531,1715,.,51,16,.,.,.,.,.,.,.,.,.,.,.,.
1905,North Carolina,Anson,.3959,.6001,.,.0040,3161,4792,.,18,14,.,.,.,.,.,.,.,.,.,.,.,.
1906,North Carolina,Ashe,.6035,.3888,.,.0077,6226,4011,.,37,42,.,.,.,.,.,.,.,.,.,.,.,.
1907,North Carolina,Avery,.7404,.2519,.,.0078,4956,1686,.,28,24,.,.,.,.,.,.,.,.,.,.,.,.
1908,North Carolina,Beaufort,.6083,.3832,.,.0085,10531,6634,.,40,63,.,.,.,45,.,.,.,.,.,.,.,.
1909,North Carolina,Bertie,.3467,.6494,.,.0039,2488,4660,.,17,11,.,.,.,.,.,.,.,.,.,.,.,.
1910,North Carolina,Bladen,.4563,.5399,.,.0039,4977,5889,.,24,18,.,.,.,.,.,.,.,.,.,.,.,.
1911,North Carolina,Brunswick,.5349,.4549,.,.0102,15427,13118,.,158,136,.,.,.,.,.,.,.,.,.,.,.,.
1912,North Carolina,Buncombe,.5393,.4509,.,.0097,46101,38545,.,359,471,.,.,.,.,.,.,.,.,.,.,.,.
1913,North Carolina,Burke,.6023,.3889,.,.0087,18466,11924,.,143,125,.,.,.,.,.,.,.,.,.,.,.,.
1914,North Carolina,Cabarrus,.6623,.3298,.,.0080,32704,16284,.,151,242,.,.,.,0,.,.,.,.,.,.,.,.
1915,North Carolina,Caldwell,.6639,.3289,.,.0073,17337,8588,.,95,95,.,.,.,.,.,.,.,.,.,.,.,.
1916,North Carolina,Camden,.5751,.4193,.,.0057,1628,1187,.,7,9,.,.,.,.,.,.,.,.,.,.,.,.
1917,North Carolina,Carteret,.6569,.3340,.,.0091,17381,8839,.,132,106,.,.,.,3,.,.,.,.,.,.,.,.
1918,North Carolina,Caswell,.5070,.4858,.,.0072,4270,4091,.,35,26,.,.,.,.,.,.,.,.,.,.,.,.
1919,North Carolina,Catawba,.6736,.3195,.,.0069,34244,16246,.,141,209,.,.,.,1,.,.,.,.,.,.,.,.
1920,North Carolina,Chatham,.4896,.4998,.,.0106,10248,10461,.,58,148,.,.,.,16,.,.,.,.,.,.,.,.
1921,North Carolina,Cherokee,.6517,.3348,.,.0134,6305,3239,.,78,52,.,.,.,.,.,.,.,.,.,.,.,.
1922,North Carolina,Chowan,.4939,.4969,.,.0092,2415,2430,.,17,28,.,.,.,.,.,.,.,.,.,.,.,.
1923,North Carolina,Clay,.6272,.3533,.,.0195,2416,1361,.,25,30,.,.,.,20,.,.,.,.,.,.,.,.
1924,North Carolina,Cleveland,.5822,.4109,.,.0069,19064,13455,.,104,109,.,.,.,14,.,.,.,.,.,.,.,.
1925,North Carolina,Columbus,.4528,.5420,.,.0053,8342,9986,.,49,48,.,.,.,.,.,.,.,.,.,.,.,.
1926,North Carolina,Craven,.6095,.3818,.,.0087,19494,12213,.,165,113,.,.,.,.,.,.,.,.,.,.,.,.
1927,North Carolina,Cumberland,.4942,.5007,.,.0051,38129,38626,.,159,237,.,.,.,.,.,.,.,.,.,.,.,.
1928,North Carolina,Currituck,.6077,.3851,.,.0073,4095,2595,.,18,31,.,.,.,.,.,.,.,.,.,.,.,.
1929,North Carolina,Dare,.5615,.4299,.,.0086,7301,5589,.,33,79,.,.,.,.,.,.,.,.,.,.,.,.
1930,North Carolina,Davidson,.6799,.3112,.,.0089,35387,16199,.,288,173,.,.,.,.,.,.,.,.,.,.,.,.
1931,North Carolina,Davie,.7275,.2608,.,.0116,10184,3651,.,96,67,.,.,.,.,.,.,.,.,.,.,.,.
1932,North Carolina,Duplin,.5448,.4500,.,.0052,7840,6475,.,32,36,.,.,.,7,.,.,.,.,.,.,.,.
1933,North Carolina,Durham,.3564,.6372,.,.0065,30150,53907,.,103,433,.,.,.,11,.,.,.,.,.,.,.,.
1934,North Carolina,Edgecombe,.3756,.6216,.,.0028,6836,11315,.,21,30,.,.,.,.,.,.,.,.,.,.,.,.
1935,North Carolina,Forsyth,.5598,.4337,.,.0065,67700,52457,.,343,442,.,.,.,.,.,.,.,.,.,.,.,.
1936,North Carolina,Franklin,.5296,.4644,.,.0060,8501,7454,.,34,62,.,.,.,.,.,.,.,.,.,.,.,.
1937,North Carolina,Gaston,.6667,.3258,.,.0075,39453,19281,.,192,253,.,.,.,.,.,.,.,.,.,.,.,.
1938,North Carolina,Gates,.4295,.5641,.,.0064,1480,1944,.,7,5,.,.,.,10,.,.,.,.,.,.,.,.
1939,North Carolina,Graham,.6855,.2993,.,.0152,2304,1006,.,26,21,.,.,.,4,.,.,.,.,.,.,.,.
1940,North Carolina,Granville,.4847,.5090,.,.0064,7364,7733,.,27,70,.,.,.,.,.,.,.,.,.,.,.,.
1941,North Carolina,Greene,.5712,.4221,.,.0066,3353,2478,.,30,8,.,.,.,1,.,.,.,.,.,.,.,.
1942,North Carolina,Guilford,.5076,.4859,.,.0065,84394,80787,.,485,569,.,.,.,29,.,.,.,.,.,.,.,.
1943,North Carolina,Halifax,.3947,.6024,.,.0029,6698,10222,.,25,25,.,.,.,.,.,.,.,.,.,.,.,.
1944,North Carolina,Harnett,.6108,.3788,.,.0103,14762,9155,.,74,72,.,.,.,104,.,.,.,.,.,.,.,.
1945,North Carolina,Haywood,.5441,.4397,.,.0163,12118,9793,.,104,107,.,.,.,151,.,.,.,.,.,.,.,.
1946,North Carolina,Henderson,.6654,.3254,.,.0092,25688,12562,.,174,183,.,.,.,.,.,.,.,.,.,.,.,.
1947,North Carolina,Hertford,.3016,.6944,.,.0039,2382,5484,.,14,17,.,.,.,.,.,.,.,.,.,.,.,.
1948,North Carolina,Hoke,.4007,.5846,.,.0147,3439,5017,.,35,91,.,.,.,.,.,.,.,.,.,.,.,.
1949,North Carolina,Hyde,.5060,.4864,.,.0076,1132,1088,.,7,10,.,.,.,.,.,.,.,.,.,.,.,.
1950,North Carolina,Iredell,.6549,.3386,.,.0066,29853,15434,.,136,163,.,.,.,.,.,.,.,.,.,.,.,.
1951,North Carolina,Jackson,.5146,.4721,.,.0134,6237,5722,.,74,88,.,.,.,.,.,.,.,.,.,.,.,.
1952,North Carolina,Johnston,.6612,.3330,.,.0058,27212,13704,.,82,157,.,.,.,.,.,.,.,.,.,.,.,.
1953,North Carolina,Jones,.5333,.4596,.,.0071,2114,1822,.,15,13,.,.,.,.,.,.,.,.,.,.,.,.
1954,North Carolina,Lee,.5777,.4167,.,.0057,9406,6785,.,41,51,.,.,.,.,.,.,.,.,.,.,.,.
1955,North Carolina,Lenoir,.5440,.4502,.,.0059,11512,9527,.,53,43,.,.,.,28,.,.,.,.,.,.,.,.
1956,North Carolina,Lincoln,.6503,.3429,.,.0068,15951,8412,.,76,90,.,.,.,.,.,.,.,.,.,.,.,.
1957,North Carolina,McDowell,.6501,.3388,.,.0111,9109,4747,.,57,39,.,.,.,59,.,.,.,.,.,.,.,.
1958,North Carolina,Macon,.6352,.3539,.,.0110,8406,4683,.,72,73,.,.,.,.,.,.,.,.,.,.,.,.
1959,North Carolina,Madison,.5617,.4210,.,.0173,4676,3505,.,55,40,.,.,.,49,.,.,.,.,.,.,.,.
1960,North Carolina,Martin,.4719,.5263,.,.0018,4420,4929,.,13,4,.,.,.,.,.,.,.,.,.,.,.,.
1961,North Carolina,Mecklenburg,.5097,.4825,.,.0078,134068,126911,.,487,1291,.,.,.,279,.,.,.,.,.,.,.,.
1962,North Carolina,Mitchell,.7552,.2326,.,.0123,4984,1535,.,55,26,.,.,.,.,.,.,.,.,.,.,.,.
1963,North Carolina,Montgomery,.5511,.4434,.,.0055,4946,3979,.,20,19,.,.,.,10,.,.,.,.,.,.,.,.
1964,North Carolina,Moore,.6352,.3588,.,.0060,19882,11232,.,81,106,.,.,.,.,.,.,.,.,.,.,.,.
1965,North Carolina,Nash,.5897,.4056,.,.0047,17995,12376,.,69,73,.,.,.,.,.,.,.,.,.,.,.,.
1966,North Carolina,New Hanover,.5504,.4417,.,.0079,36503,29292,.,147,377,.,.,.,.,.,.,.,.,.,.,.,.
1967,North Carolina,Northampton,.3252,.6723,.,.0024,2667,5513,.,11,9,.,.,.,.,.,.,.,.,.,.,.,.
1968,North Carolina,Onslow,.6506,.3399,.,.0096,19657,10269,.,122,167,.,.,.,.,.,.,.,.,.,.,.,.
1969,North Carolina,Orange,.3634,.6266,.,.0100,17930,30921,.,75,392,.,.,.,26,.,.,.,.,.,.,.,.
1970,North Carolina,Pamlico,.5721,.4174,.,.0105,2999,2188,.,19,36,.,.,.,.,.,.,.,.,.,.,.,.
1971,North Carolina,Pasquotank,.4534,.5388,.,.0079,4943,5874,.,48,38,.,.,.,.,.,.,.,.,.,.,.,.
1972,North Carolina,Pender,.5413,.4532,.,.0055,7661,6415,.,41,37,.,.,.,.,.,.,.,.,.,.,.,.
1973,North Carolina,Perquimans,.5179,.4721,.,.0100,2230,2033,.,20,23,.,.,.,.,.,.,.,.,.,.,.,.
1974,North Carolina,Person,.5681,.4261,.,.0058,6722,5042,.,26,43,.,.,.,.,.,.,.,.,.,.,.,.
1975,North Carolina,Pitt,.5384,.4570,.,.0046,23192,19685,.,81,115,.,.,.,2,.,.,.,.,.,.,.,.
1976,North Carolina,Polk,.6111,.3750,.,.0139,5074,3114,.,53,62,.,.,.,.,.,.,.,.,.,.,.,.
1977,North Carolina,Randolph,.7251,.2662,.,.0087,30959,11366,.,222,149,.,.,.,.,.,.,.,.,.,.,.,.
1978,North Carolina,Richmond,.4389,.5561,.,.0050,6263,7935,.,41,30,.,.,.,.,.,.,.,.,.,.,.,.
1979,North Carolina,Robeson,.3940,.5995,.,.0065,11721,17834,.,81,52,.,.,.,59,.,.,.,.,.,.,.,.
1980,North Carolina,Rockingham,.5835,.4076,.,.0089,18979,13260,.,127,75,.,.,.,87,.,.,.,.,.,.,.,.
1981,North Carolina,Rowan,.6553,.3374,.,.0073,28922,14891,.,174,146,.,.,.,.,.,.,.,.,.,.,.,.
1982,North Carolina,Rutherford,.6334,.3544,.,.0122,13755,7697,.,171,93,.,.,.,.,.,.,.,.,.,.,.,.
1983,North Carolina,Sampson,.5411,.4557,.,.0032,10410,8768,.,28,33,.,.,.,.,.,.,.,.,.,.,.,.
1984,North Carolina,Scotland,.3977,.5984,.,.0038,3740,5627,.,25,11,.,.,.,.,.,.,.,.,.,.,.,.
1985,North Carolina,Stanly,.6814,.3097,.,.0089,15548,7066,.,135,69,.,.,.,.,.,.,.,.,.,.,.,.
1986,North Carolina,Stokes,.7000,.2927,.,.0072,12028,5030,.,68,56,.,.,.,.,.,.,.,.,.,.,.,.
1987,North Carolina,Surry,.6593,.3321,.,.0086,15401,7757,.,115,85,.,.,.,.,.,.,.,.,.,.,.,.
1988,North Carolina,Swain,.5089,.4799,.,.0112,2224,2097,.,25,22,.,.,.,2,.,.,.,.,.,.,.,.
1989,North Carolina,Transylvania,.6335,.3546,.,.0120,9011,5044,.,79,91,.,.,.,.,.,.,.,.,.,.,.,.
1990,North Carolina,Tyrrell,.4508,.5421,.,.0070,706,849,.,6,5,.,.,.,.,.,.,.,.,.,.,.,.
1991,North Carolina,Union,.6759,.3157,.,.0084,31876,14890,.,146,247,.,.,.,2,.,.,.,.,.,.,.,.
1992,North Carolina,Vance,.4381,.5584,.,.0035,5564,7092,.,13,32,.,.,.,.,.,.,.,.,.,.,.,.
1993,North Carolina,Wake,.5313,.4603,.,.0084,142494,123466,.,497,1754,.,.,.,9,.,.,.,.,.,.,.,.
1994,North Carolina,Warren,.3241,.6734,.,.0025,2202,4576,.,8,7,.,.,.,2,.,.,.,.,.,.,.,.
1995,North Carolina,Washington,.4436,.5530,.,.0035,2169,2704,.,10,7,.,.,.,.,.,.,.,.,.,.,.,.
1996,North Carolina,Watauga,.5575,.4251,.,.0174,10438,7959,.,57,151,.,.,.,118,.,.,.,.,.,.,.,.
1997,North Carolina,Wayne,.6126,.3838,.,.0036,20758,13005,.,56,65,.,.,.,.,.,.,.,.,.,.,.,.
1998,North Carolina,Wilkes,.6918,.2971,.,.0111,16826,7226,.,120,79,.,.,.,72,.,.,.,.,.,.,.,.
1999,North Carolina,Wilson,.5424,.4538,.,.0038,13466,11266,.,43,51,.,.,.,.,.,.,.,.,.,.,.,.
2000,North Carolina,Yadkin,.7627,.2285,.,.0088,10435,3127,.,67,53,.,.,.,.,.,.,.,.,.,.,.,.
2001,North Carolina,Yancey,.5671,.4238,.,.0091,4970,3714,.,59,20,.,.,.,1,.,.,.,.,.,.,.,.
2002,North Dakota,Adams,.7121,.2466,.0198,.0216,826,286,23,21,.,3,.,1,.,.,.,.,.,.,.,.,.
2003,North Dakota,Barnes,.6006,.3363,.0278,.0353,3452,1933,160,181,11,7,.,4,.,.,.,.,.,.,.,.,.
2004,North Dakota,Benson,.4898,.4420,.0232,.0450,1055,952,50,90,3,1,.,3,.,.,.,.,.,.,.,.,.
2005,North Dakota,Billings,.7505,.1562,.0286,.0648,394,82,15,32,1,1,.,.,.,.,.,.,.,.,.,.,.
2006,North Dakota,Bottineau,.6366,.3179,.0257,.0198,2349,1173,95,67,3,1,.,2,.,.,.,.,.,.,.,.,.
2007,North Dakota,Bowman,.7342,.2243,.0272,.0143,1080,330,40,19,.,1,.,1,.,.,.,.,.,.,.,.,.
2008,North Dakota,Burke,.6718,.2849,.0192,.0241,698,296,20,24,.,1,.,.,.,.,.,.,.,.,.,.,.
2009,North Dakota,Burleigh,.6516,.2854,.0331,.0299,22467,9842,1142,875,86,40,.,30,.,.,.,.,.,.,.,.,.
2010,North Dakota,Cass,.5685,.3636,.0434,.0245,33536,21451,2560,1100,201,81,.,66,.,.,.,.,.,.,.,.,.
2011,North Dakota,Cavalier,.6381,.2606,.0308,.0704,1513,618,73,154,4,7,.,2,.,.,.,.,.,.,.,.,.
2012,North Dakota,Dickey,.6651,.2893,.0187,.0269,1853,806,52,58,9,4,.,4,.,.,.,.,.,.,.,.,.
2013,North Dakota,Divide,.5579,.3854,.0302,.0264,443,306,24,15,4,.,.,2,.,.,.,.,.,.,.,.,.
2014,North Dakota,Dunn,.6505,.2743,.0313,.0440,1124,474,54,63,6,1,.,6,.,.,.,.,.,.,.,.,.
2015,North Dakota,Eddy,.5544,.3612,.0284,.0560,703,458,36,71,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,North Dakota,Emmons,.7179,.2033,.0211,.0577,1430,405,42,103,8,2,.,2,.,.,.,.,.,.,.,.,.
2017,North Dakota,Foster,.6724,.2719,.0264,.0293,1172,474,46,40,4,4,.,3,.,.,.,.,.,.,.,.,.
2018,North Dakota,Golden Valley,.7525,.1921,.0320,.0234,611,156,26,17,2,.,.,.,.,.,.,.,.,.,.,.,.
2019,North Dakota,Grand Forks,.5593,.3732,.0482,.0194,15875,10593,1367,416,79,30,.,25,.,.,.,.,.,.,.,.,.
2020,North Dakota,Grant,.7547,.1647,.0189,.0617,1077,235,27,80,2,4,.,2,.,.,.,.,.,.,.,.,.
2021,North Dakota,Griggs,.6263,.3295,.0129,.0313,920,484,19,43,.,3,.,.,.,.,.,.,.,.,.,.,.
2022,North Dakota,Hettinger,.6959,.2324,.0290,.0428,1057,353,44,57,3,2,.,3,.,.,.,.,.,.,.,.,.
2023,North Dakota,Kidder,.6560,.2218,.0227,.0995,837,283,29,120,4,1,.,2,.,.,.,.,.,.,.,.,.
2024,North Dakota,LaMoure,.6442,.2792,.0203,.0563,1590,689,50,125,6,6,.,2,.,.,.,.,.,.,.,.,.
2025,North Dakota,Logan,.7092,.1948,.0122,.0838,812,223,14,87,4,3,.,2,.,.,.,.,.,.,.,.,.
2026,North Dakota,McHenry,.6145,.3244,.0289,.0322,1682,888,79,68,7,7,.,6,.,.,.,.,.,.,.,.,.
2027,North Dakota,McIntosh,.7245,.2153,.0154,.0449,1178,350,25,64,4,3,.,2,.,.,.,.,.,.,.,.,.
2028,North Dakota,McKenzie,.6912,.2762,.0190,.0135,1634,653,45,24,2,2,.,4,.,.,.,.,.,.,.,.,.
2029,North Dakota,McLean,.6223,.3153,.0252,.0372,2891,1465,117,154,9,7,.,3,.,.,.,.,.,.,.,.,.
2030,North Dakota,Mercer,.6855,.2323,.0361,.0462,2984,1011,157,168,9,19,.,5,.,.,.,.,.,.,.,.,.
2031,North Dakota,Morton,.6231,.3064,.0304,.0401,6993,3439,341,418,17,6,.,9,.,.,.,.,.,.,.,.,.
2032,North Dakota,Mountrail,.5062,.4337,.0363,.0238,1466,1256,105,58,3,3,.,5,.,.,.,.,.,.,.,.,.
2033,North Dakota,Nelson,.5603,.3734,.0266,.0397,1031,687,49,63,6,3,.,1,.,.,.,.,.,.,.,.,.
2034,North Dakota,Oliver,.6746,.2322,.0343,.0590,709,244,36,44,3,11,.,4,.,.,.,.,.,.,.,.,.
2035,North Dakota,Pembina,.6430,.2892,.0291,.0386,2430,1093,110,134,7,2,.,3,.,.,.,.,.,.,.,.,.
2036,North Dakota,Pierce,.6839,.2537,.0274,.0350,1348,500,54,65,1,3,.,.,.,.,.,.,.,.,.,.,.
2037,North Dakota,Ramsey,.6038,.3331,.0323,.0307,3005,1658,161,133,9,7,.,4,.,.,.,.,.,.,.,.,.
2038,North Dakota,Ransom,.5473,.3972,.0246,.0309,1488,1080,67,75,6,2,.,1,.,.,.,.,.,.,.,.,.
2039,North Dakota,Renville,.6156,.3326,.0278,.0240,820,443,37,26,4,.,.,2,.,.,.,.,.,.,.,.,.
2040,North Dakota,Richland,.6237,.3107,.0299,.0357,4999,2490,240,258,15,7,.,6,.,.,.,.,.,.,.,.,.
2041,North Dakota,Rolette,.3220,.6096,.0312,.0373,1416,2681,137,134,11,5,.,14,.,.,.,.,.,.,.,.,.
2042,North Dakota,Sargent,.5050,.4391,.0220,.0339,1103,959,48,68,3,1,.,2,.,.,.,.,.,.,.,.,.
2043,North Dakota,Sheridan,.7619,.1735,.0140,.0506,707,161,13,41,1,3,.,2,.,.,.,.,.,.,.,.,.
2044,North Dakota,Sioux,.2584,.6955,.0154,.0307,269,724,16,25,3,3,.,1,.,.,.,.,.,.,.,.,.
2045,North Dakota,Slope,.7149,.1923,.0385,.0543,316,85,17,22,.,1,.,1,.,.,.,.,.,.,.,.,.
2046,North Dakota,Stark,.6533,.2847,.0308,.0312,6387,2784,301,265,21,10,.,9,.,.,.,.,.,.,.,.,.
2047,North Dakota,Steele,.5413,.3926,.0231,.0430,655,475,28,49,1,1,.,1,.,.,.,.,.,.,.,.,.
2048,North Dakota,Stutsman,.6019,.3364,.0281,.0337,5488,3067,256,270,16,11,.,10,.,.,.,.,.,.,.,.,.
2049,North Dakota,Towner,.5837,.3448,.0261,.0454,694,410,31,52,2,.,.,.,.,.,.,.,.,.,.,.,.
2050,North Dakota,Traill,.5817,.3677,.0231,.0275,2392,1512,95,92,13,5,.,3,.,.,.,.,.,.,.,.,.
2051,North Dakota,Walsh,.5980,.3364,.0206,.0450,3099,1743,107,211,3,5,.,14,.,.,.,.,.,.,.,.,.
2052,North Dakota,Ward,.6226,.3351,.0266,.0157,13997,7533,598,280,23,30,.,21,.,.,.,.,.,.,.,.,.
2053,North Dakota,Wells,.6680,.2743,.0212,.0365,1610,661,51,78,3,3,.,4,.,.,.,.,.,.,.,.,.
2054,North Dakota,Williams,.6644,.2985,.0201,.0170,5187,2330,157,91,18,10,.,14,.,.,.,.,.,.,.,.,.
2055,Ohio,Adams,.6234,.3499,.0158,.0109,6380,3581,162,63,20,13,.,16,.,.,.,.,.,.,.,.,.
2056,Ohio,Allen,.6541,.3196,.0174,.0090,28647,13996,760,193,134,20,.,45,.,.,.,.,.,.,.,.,.
2057,Ohio,Ashland,.6366,.3145,.0265,.0224,13533,6685,563,374,63,23,.,17,.,.,.,.,.,.,.,.,.
2058,Ohio,Ashtabula,.4545,.5024,.0281,.0150,17940,19831,1109,338,141,51,.,62,.,.,.,.,.,.,.,.,.
2059,Ohio,Athens,.3813,.5171,.0654,.0363,9703,13158,1663,743,123,26,.,31,.,.,.,.,.,.,.,.,.
2060,Ohio,Auglaize,.6922,.2797,.0187,.0094,13770,5564,372,104,43,19,.,20,.,.,.,.,.,.,.,.,.
2061,Ohio,Belmont,.4189,.5302,.0240,.0270,12625,15980,723,657,91,32,.,33,.,.,.,.,.,.,.,.,.
2062,Ohio,Brown,.6103,.3635,.0164,.0098,10027,5972,269,83,49,13,.,16,.,.,.,.,.,.,.,.,.
2063,Ohio,Butler,.6332,.3393,.0198,.0077,86587,46390,2708,431,427,90,.,104,.,.,.,.,.,.,.,.,.
2064,Ohio,Carroll,.5491,.4045,.0221,.0243,6732,4960,271,207,39,21,.,31,.,.,.,.,.,.,.,.,.
2065,Ohio,Champaign,.5880,.3798,.0221,.0101,9220,5955,346,80,43,12,.,24,.,.,.,.,.,.,.,.,.
2066,Ohio,Clark,.4806,.4862,.0234,.0099,27660,27984,1347,221,202,51,.,94,.,.,.,.,.,.,.,.,.
2067,Ohio,Clermont,.6745,.2995,.0186,.0074,47129,20927,1303,178,225,25,.,90,.,.,.,.,.,.,.,.,.
2068,Ohio,Clinton,.6519,.3179,.0216,.0086,9824,4791,325,50,48,16,.,16,.,.,.,.,.,.,.,.,.
2069,Ohio,Columbiana,.4908,.4650,.0274,.0169,21804,20657,1217,557,95,51,.,46,.,.,.,.,.,.,.,.,.
2070,Ohio,Coshocton,.5777,.3921,.0207,.0095,8243,5594,295,73,36,14,.,13,.,.,.,.,.,.,.,.,.
2071,Ohio,Crawford,.6084,.3505,.0280,.0132,11666,6721,536,161,44,21,.,27,.,.,.,.,.,.,.,.,.
2072,Ohio,Cuyahoga,.3342,.6262,.0295,.0101,192009,359913,16956,3040,1374,527,.,868,.,5,.,.,.,.,.,.,.
2073,Ohio,Darke,.6368,.3327,.0194,.0110,14817,7741,452,119,75,27,.,36,.,.,.,.,.,.,.,.,.
2074,Ohio,Defiance,.5874,.3802,.0225,.0100,9540,6175,365,99,34,14,.,15,.,.,.,.,.,.,.,.,.
2075,Ohio,Delaware,.6613,.3093,.0219,.0075,36639,17134,1212,162,162,34,.,60,.,.,.,.,.,.,.,.,.
2076,Ohio,Erie,.4599,.5064,.0249,.0087,16105,17732,872,205,57,13,.,31,.,.,.,.,.,.,.,.,.
2077,Ohio,Fairfield,.6197,.3524,.0206,.0072,33523,19065,1115,168,138,34,.,51,.,.,.,.,.,.,.,.,.
2078,Ohio,Fayette,.6127,.3625,.0178,.0070,5685,3363,165,37,11,8,.,9,.,.,.,.,.,.,.,.,.
