"","State","County","Year","Month","D","G","L","N","O","R","Total","dPct","rPct","leanD","leanR","unaffiliatedPct","otherPct","dDRPct","rDRPct","CountyName","StateName","StateAbbr","YearMonth"
"1","06",6001,"2014","11",451535,10072,4210,172974,66299,108919,814009,0.554705169107467,0.133805645883522,4.14560361369458,0.241219396060106,0.212496422029732,0.0814475024231919,0.805659340463267,0.194340659536733,"Alameda","California","CA","2014-11"
"2","06",6003,"2014","11",280,13,6,199,38,228,764,0.366492146596859,0.298429319371728,1.2280701754386,0.814285714285714,0.260471204188482,0.049738219895288,0.551181102362205,0.448818897637795,"Alpine","California","CA","2014-11"
"3","06",6005,"2014","11",6467,119,224,3786,1017,9185,20798,0.310943359938456,0.44162900278873,0.704082743603702,1.42028761404051,0.182036734301375,0.0488989325896721,0.413174035267059,0.586825964732941,"Amador","California","CA","2014-11"
"4","06",6007,"2014","11",38793,1446,1245,27144,6391,42484,117503,0.330144762261389,0.361556726211246,0.91312023349967,1.09514603150053,0.231006867909755,0.0543901006782806,0.477293699324532,0.522706300675468,"Butte","California","CA","2014-11"
"5","06",6009,"2014","11",8180,240,369,5324,1611,11344,27068,0.302201861977243,0.41909265553421,0.721086036671368,1.38679706601467,0.196689818235555,0.0595167725727797,0.418971522229051,0.581028477770949,"Calaveras","California","CA","2014-11"
"6","06",6011,"2014","11",2542,21,36,1438,217,3341,7595,0.33469387755102,0.439894667544437,0.760850044896738,1.31431943351692,0.189335088874259,0.0285714285714286,0.432092469828319,0.567907530171681,"Colusa","California","CA","2014-11"
"7","06",6013,"2014","11",258862,3347,3161,119435,16582,126134,527521,0.490714113750922,0.23910706872333,2.0522777363756,0.487263484018512,0.226408048210403,0.0314338196962775,0.672375816891604,0.327624183108396,"Contra Costa","California","CA","2014-11"
"8","06",6015,"2014","11",4153,97,118,3009,825,4548,12750,0.325725490196078,0.356705882352941,0.913148636763413,1.09511196725259,0.236,0.0647058823529412,0.477301459602345,0.522698540397655,"Del Norte","California","CA","2014-11"
"9","06",6017,"2014","11",30540,848,1217,22748,5677,45901,106931,0.285604735764184,0.429258119722064,0.665344981590815,1.50297969875573,0.21273531529678,0.0530903105741085,0.399523815753326,0.600476184246674,"El Dorado","California","CA","2014-11"
"10","06",6019,"2014","11",166447,1514,2166,76054,17085,153167,416433,0.399696950049588,0.367807066202726,1.08670274928673,0.920214843163289,0.182632020036837,0.0410270079460561,0.520775059916024,0.479224940083976,"Fresno","California","CA","2014-11"
"11","06",6021,"2014","11",3557,37,87,2566,520,5267,12034,0.295579192288516,0.437676583014791,0.67533700398709,1.48074219848187,0.213229183978727,0.0432109024430779,0.403105167724388,0.596894832275612,"Glenn","California","CA","2014-11"
"12","06",6023,"2014","11",31127,2812,806,19139,3145,18979,76008,0.409522681822966,0.249697400273655,1.64007587333368,0.60972788897099,0.251802441848226,0.0413772234501631,0.621223007224684,0.378776992775316,"Humboldt","California","CA","2014-11"
"13","06",6025,"2014","11",29075,140,246,14545,2076,13067,59149,0.491555224940405,0.220916668075538,2.22507078901048,0.449423903697334,0.245904410894521,0.0350978038512908,0.689929286697357,0.310070713302643,"Imperial","California","CA","2014-11"
"14","06",6027,"2014","11",2895,80,80,1943,483,4019,9500,0.304736842105263,0.423052631578947,0.720328439910425,1.38825561312608,0.204526315789474,0.0508421052631579,0.418715649407,0.581284350593,"Inyo","California","CA","2014-11"
"15","06",6029,"2014","11",119864,811,2231,67459,12301,129562,332228,0.36078837424901,0.389979170930807,0.925147805683765,1.08090836281119,0.203050314844023,0.0370257774781174,0.480559364300434,0.519440635699566,"Kern","California","CA","2014-11"
"16","06",6031,"2014","11",17301,90,251,7667,1453,21489,48251,0.358562516839029,0.445358645416675,0.805109590953511,1.24206693254725,0.158898261175934,0.0301133655261031,0.446017014694509,0.553982985305491,"Kings","California","CA","2014-11"
"17","06",6033,"2014","11",13017,479,381,9102,1653,8857,33489,0.388694795305921,0.264474902206695,1.46968499491927,0.680417915034186,0.27179073725701,0.0493594911762071,0.595090061259943,0.404909938740057,"Lake","California","CA","2014-11"
"18","06",6035,"2014","11",3040,37,101,2709,806,6202,12895,0.235750290810392,0.480961613028306,0.490164463076427,2.04013157894737,0.210081426909655,0.0625048468398604,0.328933131356849,0.671066868643151,"Lassen","California","CA","2014-11"
"19","06",6037,"2014","11",2473691,25072,27999,1168177,192722,1010254,4897915,0.50504980180342,0.206262052322264,2.44858322758435,0.408399432265388,0.238504955680121,0.039347763282948,0.710025847135934,0.289974152864066,"Los Angeles","California","CA","2014-11"
"20","06",6039,"2014","11",17354,206,307,10074,1976,22577,52494,0.330590162685259,0.430087248066446,0.768658369136732,1.30096807652414,0.191907646588182,0.0376423972263497,0.434599684455686,0.565400315544314,"Madera","California","CA","2014-11"
"21","06",6041,"2014","11",80796,2064,884,34897,4098,26237,148976,0.542342390720653,0.176115615938138,3.07946792697336,0.324731422347641,0.234245784555902,0.0275077864890989,0.754869993366532,0.245130006633468,"Marin","California","CA","2014-11"
"22","06",6043,"2014","11",3067,111,108,1920,692,4603,10501,0.292067422150271,0.438339205789925,0.666304583966978,1.50081512879035,0.182839729549567,0.0658984858584897,0.39986962190352,0.60013037809648,"Mariposa","California","CA","2014-11"
"23","06",6045,"2014","11",21620,1791,460,11437,2158,10036,47502,0.4551387310008,0.211275314723591,2.15424471901156,0.464199814986124,0.240768809734327,0.0454296661193213,0.682966894111701,0.317033105888299,"Mendocino","California","CA","2014-11"
"24","06",6047,"2014","11",40451,494,559,19074,3552,31322,95452,0.423783681850564,0.328143988601601,1.29145648426026,0.774319547106376,0.199828185894481,0.0372124209026526,0.563596338455965,0.436403661544035,"Merced","California","CA","2014-11"
"25","06",6049,"2014","11",1269,26,44,996,287,2573,5195,0.244273339749759,0.495283926852743,0.493198600855033,2.02758077226162,0.19172281039461,0.0552454282964389,0.330296720458095,0.669703279541905,"Modoc","California","CA","2014-11"
"26","06",6051,"2014","11",1908,58,42,1521,271,2012,5812,0.328286304198211,0.346180316586373,0.94831013916501,1.05450733752621,0.261699931176875,0.0466276668960771,0.486734693877551,0.513265306122449,"Mono","California","CA","2014-11"
"27","06",6053,"2014","11",83386,1084,918,36047,4662,39634,165731,0.503140631505271,0.239146568837453,2.10390069132563,0.475307605593265,0.217503062191141,0.0281299213786196,0.677824743944074,0.322175256055926,"Monterey","California","CA","2014-11"
"28","06",6055,"2014","11",32290,787,521,15706,2854,18335,70493,0.458059665498702,0.260096747194757,1.7611126261249,0.567822855373181,0.222802264054587,0.0404862894188075,0.637827160493827,0.362172839506173,"Napa","California","CA","2014-11"
"29","06",6057,"2014","11",20029,1376,725,14661,2712,22187,61690,0.324671745825904,0.359653104230832,0.902735836300536,1.10774377153128,0.237656022045712,0.0439617442048954,0.474440970248247,0.525559029751753,"Nevada","California","CA","2014-11"
"30","06",6059,"2014","11",454810,5638,12059,325130,46667,579912,1424216,0.319340605638471,0.407179809804131,0.784274165735491,1.27506431257008,0.228287001409898,0.0327667994180658,0.439548013862661,0.560451986137339,"Orange","California","CA","2014-11"
"31","06",6061,"2014","11",55115,1055,2732,43108,5965,92447,200422,0.274994761054176,0.461261737733383,0.596179432539725,1.67734736460129,0.215086168185129,0.0297622017542984,0.373504018649788,0.626495981350212,"Placer","California","CA","2014-11"
"32","06",6063,"2014","11",3566,83,114,2397,655,5016,11831,0.301411545938636,0.423970923844138,0.710925039872408,1.40661805945036,0.202603330234131,0.055363029329727,0.415520857608949,0.584479142391051,"Plumas","California","CA","2014-11"
"33","06",6065,"2014","11",316380,2679,5681,175839,38165,352831,891575,0.354855172027031,0.395739001205731,0.896689916702331,1.11521271888236,0.197222892073017,0.0428062698034377,0.472765689745088,0.527234310254912,"Riverside","California","CA","2014-11"
"34","06",6067,"2014","11",295022,3942,5091,143325,27594,208658,683632,0.43155089287804,0.305219767360217,1.41390217485071,0.707262509236599,0.209652269057037,0.0403638214712009,0.585733005082592,0.414266994917408,"Sacramento","California","CA","2014-11"
"35","06",6069,"2014","11",11032,133,137,4904,1070,6975,24251,0.454909075914395,0.28761700548431,1.58164874551971,0.632251631617114,0.202218465217929,0.0441218918807472,0.612650635863831,0.387349364136169,"San Benito","California","CA","2014-11"
"36","06",6071,"2014","11",325196,3109,5451,186472,37075,294381,851684,0.381827062619469,0.345645802903424,1.10467727197068,0.90524176189129,0.218945054738612,0.0435314036661485,0.524867772690077,0.475132227309923,"San Bernardino","California","CA","2014-11"
"37","06",6073,"2014","11",536300,7817,12865,420900,62964,506078,1546924,0.346688007943506,0.327151172261856,1.05971806717542,0.94364721238113,0.272088350817493,0.0407027106696903,0.514496660520464,0.485503339479536,"San Diego","California","CA","2014-11"
"38","06",6075,"2014","11",241480,6788,2783,135329,11452,36012,433844,0.556605600169646,0.0830067950691954,6.70554259691214,0.149130362762962,0.311930094688413,0.0263965849475848,0.870223285716345,0.129776714283655,"San Francisco","California","CA","2014-11"
"39","06",6077,"2014","11",126070,865,1592,55446,10328,103124,297425,0.423871564259897,0.346722703202488,1.22250882432799,0.817990005552471,0.186420105909053,0.0347247205177776,0.550058029442307,0.449941970557693,"San Joaquin","California","CA","2014-11"
"40","06",6079,"2014","11",49692,1287,1340,32085,6542,59193,150139,0.330973298077115,0.394254657350855,0.839491156048857,1.19119777831442,0.213701969508256,0.0435729557276923,0.456371401019424,0.543628598980576,"San Luis Obispo","California","CA","2014-11"
"41","06",6081,"2014","11",180459,2454,1982,95004,9374,66325,355598,0.507480357032379,0.186516797057351,2.72082924990577,0.367535007951945,0.267166856956451,0.0263612281283922,0.731242706172199,0.268757293827801,"San Mateo","California","CA","2014-11"
"42","06",6083,"2014","11",79392,1508,1515,48408,7973,58202,196998,0.403009167605762,0.295444623803287,1.36407683584757,0.733096533655784,0.245728383029269,0.0404724921065188,0.577001904152797,0.422998095847203,"Santa Barbara","California","CA","2014-11"
"43","06",6085,"2014","11",357873,4266,5129,241367,20708,176159,805502,0.444285675268342,0.218694677356481,2.03153401188699,0.49223886686059,0.299647921420431,0.025708191910138,0.670133999460707,0.329866000539294,"Santa Clara","California","CA","2014-11"
"44","06",6087,"2014","11",76645,2753,1309,33947,4701,22961,142316,0.538555046516203,0.161338148908064,3.33805147859414,0.299575967121143,0.238532561342365,0.0330321256921218,0.76948175812702,0.23051824187298,"Santa Cruz","California","CA","2014-11"
"45","06",6089,"2014","11",25022,458,958,22644,4661,44190,97933,0.255501210010926,0.451226859179235,0.566236705136909,1.76604587962593,0.231219302992862,0.047593763082924,0.361526902849217,0.638473097150783,"Shasta","California","CA","2014-11"
"46","06",6091,"2014","11",623,23,29,453,199,902,2229,0.279497532525796,0.40466576940332,0.690687361419069,1.44783306581059,0.203230148048452,0.0892777030058322,0.408524590163934,0.591475409836066,"Sierra","California","CA","2014-11"
"47","06",6093,"2014","11",7738,198,277,5425,1285,9917,24840,0.311513687600644,0.399235104669887,0.780276293233841,1.28159731196692,0.218397745571659,0.0517310789049919,0.438289436420278,0.561710563579722,"Siskiyou","California","CA","2014-11"
"48","06",6095,"2014","11",96119,854,1203,45885,7271,48815,200147,0.480242022113746,0.243895736633574,1.96904639967223,0.50786004848157,0.229256496475091,0.0363282987004552,0.663191521658134,0.336808478341866,"Solano","California","CA","2014-11"
"49","06",6097,"2014","11",126011,4207,1925,52170,8558,51577,244448,0.515492047388402,0.21099374918183,2.44316265001842,0.409305536818214,0.213419622987302,0.0350094907710433,0.709569340270739,0.290430659729261,"Sonoma","California","CA","2014-11"
"50","06",6099,"2014","11",78884,606,1250,36270,8835,88364,214209,0.368257169399979,0.412513012991984,0.892716490878638,1.12017646163988,0.169320616780808,0.0412447656260941,0.471658853917536,0.528341146082464,"Stanislaus","California","CA","2014-11"
"51","06",6101,"2014","11",13280,121,278,7589,2325,18015,41608,0.319169390501827,0.432969621226687,0.737163474882043,1.35655120481928,0.182392809075178,0.0558786771774659,0.424348937529957,0.575651062470043,"Sutter","California","CA","2014-11"
"52","06",6103,"2014","11",8653,121,276,6320,1779,13020,30169,0.286817594219232,0.431568828930359,0.664592933947773,1.50468045764475,0.209486559050681,0.0589678146441712,0.399252526184654,0.600747473815346,"Tehama","California","CA","2014-11"
"53","06",6105,"2014","11",2366,116,96,1704,511,2420,7213,0.328018854845418,0.335505337584916,0.977685950413223,1.02282333051564,0.236240122001941,0.0708443088867323,0.494358545758462,0.505641454241538,"Trinity","California","CA","2014-11"
