"fips_fixed","clinton","trump","johnson","stein","other","totalvotes","state","jurisdiction"
"01089",0.384493448151344,0.547894901125535,0.040522923819841,0.00767493527716064,0.0194137916261193,163389,"AL","Madison"
"01091",0.510733127160269,0.475986901946516,0.00945970529379662,0.00118246316172458,0.00263780243769329,10994,"AL","Marengo"
"01093",0.110289587184227,0.868299445471349,0.0139402341343192,0.00200246457178065,0.00546826863832409,12984,"AL","Marion"
"01095",0.139228678219504,0.827755125155737,0.0191980971797486,0.00447389285309775,0.00934420659191301,35316,"AL","Marshall"
"01097",0.417895413258306,0.550640569188998,0.0190520849615311,0.00457921580205746,0.00783271678910714,172737,"AL","Mobile"
"01099",0.421770032129296,0.564209911401032,0.00856781228702171,0.00165514555544738,0.0037970986272028,10271,"AL","Monroe"
"01101",0.61448924675108,0.354648615949436,0.0154988631385719,0.00511066146561255,0.0102526126953003,95878,"AL","Montgomery"
"01103",0.22221783429429,0.74018639917858,0.0230629492141221,0.00430455730195087,0.0102282600110576,50644,"AL","Morgan"
"01105",0.724516862447897,0.26657824933687,0.00435771125426298,0.00113679424024252,0.00341038272072755,5278,"AL","Perry"
"01107",0.416264933976106,0.571787885139384,0.00513519178369315,0.0019911968140851,0.00482079228673234,9542,"AL","Pickens"
"01109",0.383961117861482,0.584219319562576,0.0195170109356015,0.00364520048602673,0.00865735115431349,13168,"AL","Pike"
"01111",0.224894473348385,0.756356140178659,0.0121723765583587,0.00186512221458722,0.00471188770000982,10187,"AL","Randolph"
"01113",0.497455338595762,0.478292480265891,0.014592854175322,0.00353136684669713,0.00612796011632738,19256,"AL","Russell"
"01115",0.145546875,0.824244791666667,0.0178125,0.00338541666666667,0.00901041666666667,38400,"AL","St Clair"
"01117",0.226924368420013,0.721156695044146,0.0292827937661722,0.00474055345961641,0.0178955893100519,101254,"AL","Shelby"
"01119",0.740290126345344,0.246607393542349,0.00889096864763687,0.0021837466853845,0.0020277647792856,6411,"AL","Sumter"
"01121",0.362828149788966,0.617056305564702,0.0123028107881582,0.00317298769718921,0.00463974616098423,33407,"AL","Talladega"
"01123",0.283228984912245,0.697629067022478,0.0119573026788464,0.00266858257210305,0.00451606281432824,19486,"AL","Tallapoosa"
"01125",0.384062877871826,0.577061668681983,0.0226481257557437,0.00471584038694075,0.0115114873035067,82700,"AL","Tuscaloosa"
"01127",0.152585504885993,0.82335776330076,0.0154383821932682,0.00322339847991314,0.00539495114006515,29472,"AL","Walker"
"01129",0.278213992734091,0.708074534161491,0.0085550216805344,0.00257822571194187,0.00257822571194187,8533,"AL","Washington"
"01131",0.708639555773314,0.284501061571125,0.00359300996243671,0.0011432304425935,0.00212314225053079,6123,"AL","Wilcox"
"01133",0.0845534761950936,0.894792979734316,0.0127024144283914,0.00281198487346068,0.00513914476873849,10313,"AL","Winston"
"04001",0.629927357203437,0.303846012021092,0.0450237840628342,0.0172941480143073,0.00390869869832958,27119,"AZ","Apache"
