"Report Date/Time: 10/28/2016 01:57 PM","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","Page Number 1"
"","","","","","2016 General Election Voter Registration - November 8, 2016","","","","",""
"","","","","","Compiled and Issued by the Arizona Secretary of State","","","","",""
"","","","","","ACTIVE","","","","",""
"","","Precincts","Date/Period","Democratic","","Green","Libertarian","Republican","Other","TOTAL"
"","","","Maricopa","29","1,810","","12","77","2,707","4,231","8,837"
"","","","Yuma","21","2,373","","13","95","3,506","5,155","11,142"
"","","","TOTALS","50","4,183","","25","172","6,213","9,386","19,979"
"","","Legislative District 14","","","","","","","","",""
"","","","Cochise","49","2,240","","23","72","2,765","3,804","8,904"
"","","","Graham","20","605","","2","19","1,106","1,043","2,775"
"","","","Greenlee","8","148","","0","2","122","166","438"
"","","","Pima","17","683","","3","40","1,176","1,438","3,340"
"","","","TOTALS","94","3,676","","28","133","5,169","6,451","15,457"
"","","Legislative District 15","","","","","","","","",""
"","","","Maricopa","42","2,352","","39","150","4,005","5,319","11,865"
"","","","TOTALS","42","2,352","","39","150","4,005","5,319","11,865"
"","","Legislative District 16","","","","","","","","",""
"","","","Maricopa","19","2,133","","12","89","3,210","4,946","10,390"
"","","","Pinal","21","2,037","","13","74","2,299","4,083","8,506"
"","","","TOTALS","40","4,170","","25","163","5,509","9,029","18,896"
"","","Legislative District 17","","","","","","","","",""
"","","","Maricopa","39","3,907","","32","182","4,813","8,402","17,336"
"","","","TOTALS","39","3,907","","32","182","4,813","8,402","17,336"
"","","Legislative District 18","","","","","","","","",""
"","","","Maricopa","42","5,181","","50","258","4,963","9,497","19,949"
"","","","TOTALS","42","5,181","","50","258","4,963","9,497","19,949"
"","","Legislative District 19","","","","","","","","",""
"","","","Maricopa","28","4,116","","15","137","1,798","6,375","12,441"
"","","","TOTALS","28","4,116","","15","137","1,798","6,375","12,441"
"","","Legislative District 20","","","","","","","","",""
"","","","Maricopa","47","3,648","","40","170","3,716","6,971","14,545"
"","","","TOTALS","47","3,648","","40","170","3,716","6,971","14,545"
"","","Legislative District 21","","","","","","","","",""
"","","","Maricopa","42","3,888","","23","123","4,416","6,639","15,089"
"","","","TOTALS","42","3,888","","23","123","4,416","6,639","15,089"
"","","Legislative District 22","","","","","","","","",""
"","","","Maricopa","48","2,872","","24","97","4,705","6,045","13,743"
"","","","TOTALS","48","2,872","","24","97","4,705","6,045","13,743"
"","","Legislative District 23","","","","","","","","",""
"","","","Maricopa","57","3,127","","33","169","5,214","7,293","15,836"
"","","","TOTALS","57","3,127","","33","169","5,214","7,293","15,836"
"","","Legislative District 24","","","","","","","","",""
"","","","Maricopa","40","5,762","","75","240","2,828","8,026","16,931"
"","","","TOTALS","40","5,762","","75","240","2,828","8,026","16,931"
"","","Legislative District 25","","","","","","","","",""
"","","","Maricopa","37","3,711","","55","159","5,070","7,777","16,772"
"","","","TOTALS","37","3,711","","55","159","5,070","7,777","16,772"
"","","Legislative District 26","","","","","","","","",""
"","","","Maricopa","34","6,673","","91","410","4,598","13,354","25,126"
"","","","TOTALS","34","6,673","","91","410","4,598","13,354","25,126"
"","","Legislative District 27","","","","","","","","",""
"","","","Maricopa","35","4,798","","20","125","1,493","6,198","12,634"
"","","","TOTALS","35","4,798","","20","125","1,493","6,198","12,634"
"","","Legislative District 28","","","","","","","","",""
"","","","Maricopa","57","3,119","","23","169","3,279","5,562","12,152"
"","","","TOTALS","57","3,119","","23","169","3,279","5,562","12,152"
"","","Legislative District 29","","","","","","","","",""
"","","","Maricopa","33","3,746","","19","166","1,846","5,669","11,446"
"","","","TOTALS","33","3,746","","19","166","1,846","5,669","11,446"
"Report Date/Time: 10/28/2016 01:57 PM","","","","","","STATE OF ARIZONA REGISTRATION REPORT","","","","","Page Number 10"
"","","","","","","2016 General Election Voter Registration - November 8, 2016","","","","",""
"","","","","","","Compiled and Issued by the Arizona Secretary of State","","","","",""
"","","","","","","INACTIVE","","","","",""
"","Legislative","","","Precincts","Democratic","","Green","Libertarian","Republican","Other","TOTAL"
"","","Legislative District 30","","","","","","","","",""
"","","","Maricopa","29","4,057","","26","150","1,889","6,164","12,286"
"","","","TOTALS","29","4,057","","26","150","1,889","6,164","12,286"
"","","","STATE TOTALS","1,470","131,539","","1,289","5,172","128,302","233,268","499,570"
