Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 067 FRANKLIN COUNTY,0504,504 - GOGGINSVILLE,"1,235",80,"1,315",6,1,2,23,"34,397","2,345","36,742",120,41,25,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 067 FRANKLIN COUNTY,0601,601 - BOONES MILL,"2,030",134,"2,164",10,,1,23,"34,397","2,345","36,742",120,41,25,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 067 FRANKLIN COUNTY,0602,602 - BONBROOK,"1,861",128,"1,989",4,2,,23,"34,397","2,345","36,742",120,41,25,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 067 FRANKLIN COUNTY,0603,603 - COOPERS COVE,"1,324",83,"1,407",7,1,,23,"34,397","2,345","36,742",120,41,25,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 067 FRANKLIN COUNTY,0701,701 - ROCKY MOUNT EAST,"2,119",167,"2,286",7,,3,23,"34,397","2,345","36,742",120,41,25,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 067 FRANKLIN COUNTY,0702,702 - ROCKY MOUNT WEST,"1,508",109,"1,617",3,1,,23,"34,397","2,345","36,742",120,41,25,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 067 FRANKLIN COUNTY,0703,703 - ROCKY MOUNT SOUTH,"1,269",86,"1,355",6,,,23,"34,397","2,345","36,742",120,41,25,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0101,101 - RUSSELLS,"2,054",145,"2,199",5,8,2,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0102,102 - GORE,"2,560",221,"2,781",6,3,,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0103,103 - KERNSTOWN,"2,634",138,"2,772",17,7,4,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0104,104 - CEDAR CREEK,"1,616",110,"1,726",4,5,1,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0201,201 - GAINESBOROUGH,"1,460",92,"1,552",4,,1,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0202,202 - ALBIN,"2,281",134,"2,415",7,5,1,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0203,203 - REDLAND,"3,069",224,"3,293",11,8,,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0204,204 - NAIN,"2,450",153,"2,603",9,3,4,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0301,301 - CLEAR BROOK,"1,614",107,"1,721",7,1,,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0302,302 - NEFF'S TOWN,"3,391",317,"3,708",6,6,,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0303,303 - WHITE HALL,"3,415",227,"3,642",8,4,3,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0401,401 - CARPERS VALLEY,"2,582",203,"2,785",10,3,1,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0402,402 - SHENANDOAH,"1,427",107,"1,534",3,2,1,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0403,403 - PARKIN'S MILL,"2,535",198,"2,733",6,5,4,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0404,404 - ARMEL,"2,324",163,"2,487",10,6,,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0501,501 - STEPHENS CITY,"2,597",171,"2,768",10,6,3,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0502,502 - NEWTOWN,"3,325",251,"3,576",8,9,1,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0503,503 - CANTERBURG,"3,000",198,"3,198",10,6,3,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0601,601 - MILLBROOK,"1,877",143,"2,020",9,2,3,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0602,602 - ASH HOLLOW,"2,638",314,"2,952",12,6,2,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 069 FREDERICK COUNTY,0603,603 - GREENWOOD,"3,785",292,"4,077",15,4,1,21,"52,634","3,908","56,542",177,99,35,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0101,101 - GLEN LYN,179,16,195,,,,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0102,102 - RICH CREEK,765,71,836,,,,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0103,103 - NARROWS,"2,228",162,"2,390",8,3,1,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0201,201 - PEARISBURG,"2,925",157,"3,082",9,2,4,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0202,202 - STAFFORDSVILLE,486,24,510,4,,,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0203,203 - WHITE GATE,280,9,289,,,,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0301,301 - EGGLESTON,834,42,876,5,1,1,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0302,302 - PEMBROKE,"2,041",89,"2,130",2,1,1,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 071 GILES COUNTY,0303,303 - NEWPORT,"1,063",50,"1,113",4,1,2,9,"10,801",620,"11,421",32,8,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0101,101 - HARCUM,"1,930",95,"2,025",19,2,1,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0102,102 - SALEM,"1,677",73,"1,750",14,,,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0103,103 - PEASLEY,"1,250",60,"1,310",13,,,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0201,201 - COURTHOUSE,"2,022",91,"2,113",8,9,1,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0202,202 - BOTETOURT,"3,048",150,"3,198",33,7,,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0301,301 - WHITE MARSH,"2,346",118,"2,464",28,2,1,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0302,302 - ROANES,"2,884",165,"3,049",34,3,,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0401,401 - HAYES,"2,774",143,"2,917",17,2,1,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0402,402 - SARAHS CREEK,"2,230",105,"2,335",13,1,1,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0501,501 - ACHILLES,"3,200",130,"3,330",24,14,2,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 073 GLOUCESTER COUNTY,0502,502 - WALKER,"2,294",109,"2,403",22,7,2,11,"25,655","1,239","26,894",225,47,9,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 075 GOOCHLAND COUNTY,0101,101 - FIFE,"1,251",46,"1,297",8,,1,10,"16,758",569,"17,327",59,53,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 075 GOOCHLAND COUNTY,0102,102 - HADENSVILLE,"1,975",83,"2,058",14,3,,10,"16,758",569,"17,327",59,53,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 075 GOOCHLAND COUNTY,0201,201 - THREE SQUARE,590,18,608,2,,3,10,"16,758",569,"17,327",59,53,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
Locality: 075 GOOCHLAND COUNTY,0202,202 - SANDY HOOK,"2,518",77,"2,595",13,1,,10,"16,758",569,"17,327",59,53,13,133,"5,127,093","492,058","5,619,151","37,804","21,094","7,660","2,440"
