Report Date/Time: 08/22/2016 10:11 AM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 1,
,,,,,,"2016 Primary Election - August 30, 2016",,,,,,
,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,
,,,,,ACTIVE,,,,,,,
,,Precincts,Date/Period,Democratic,,,Green,Libertarian,Republican,Other,TOTAL,
,,,Maricopa,46,"34,771",,104,836,"25,762","41,919","103,392",
,,,Pima,77,"62,034",,504,982,"23,375","41,917","128,812",
,,,Pinal,1,144,,0,0,10,50,204,
,,,Santa Cruz,24,"12,568",,36,131,"4,079","8,364","25,178",
,,,Yuma,29,"19,100",,29,272,"10,080","19,244","48,725",
,,,TOTALS,177,"128,617",,673,"2,221","63,306","111,494","306,311",
,,Congressional District 4,,,,,,,,,,
,,,Gila,17,"3,028",,19,111,"8,892","4,399","16,449",
,,,La Paz,11,"2,062",,10,31,"3,285","3,158","8,546",
,,,Maricopa,18,"4,859",,23,186,"11,669","8,522","25,259",
,,,Mohave,22,"19,484",,113,611,"47,149","41,502","108,859",
,,,Pinal,41,"17,502",,95,672,"31,225","32,307","81,801",
,,,Yavapai,38,"22,083",,201,817,"52,331","36,391","111,823",
,,,Yuma,15,"6,240",,14,195,"12,162","10,684","29,295",
,,,TOTALS,162,"75,258",,475,"2,623","166,713","136,963","382,032",
,,Congressional District 5,,,,,,,,,,
,,,Maricopa,113,"91,496",,453,"3,477","189,239","143,058","427,723",
,,,TOTALS,113,"91,496",,453,"3,477","189,239","143,058","427,723",
,,Congressional District 6,,,,,,,,,,
,,,Maricopa,156,"104,863",,533,"3,624","176,760","150,203","435,983",
,,,TOTALS,156,"104,863",,533,"3,624","176,760","150,203","435,983",
,,Congressional District 7,,,,,,,,,,
,,,Maricopa,105,"115,579",,438,"2,412","40,425","102,463","261,317",
,,,TOTALS,105,"115,579",,438,"2,412","40,425","102,463","261,317",
,,Congressional District 8,,,,,,,,,,
,,,Maricopa,142,"102,222",,469,"3,020","175,239","145,583","426,533",
,,,TOTALS,142,"102,222",,469,"3,020","175,239","145,583","426,533",
,,Congressional District 9,,,,,,,,,,
,,,Maricopa,141,"121,412",,797,"3,839","119,102","130,051","375,201",
,,,TOTALS,141,"121,412",,797,"3,839","119,102","130,051","375,201",
,,,STATE TOTALS,"1,470","1,019,050",,"5,512","26,653","1,185,023","1,164,373","3,400,611",
Report Date/Time: 08/22/2016 10:11 AM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 3,
,,,,,,,"2016 Primary Election - August 30, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,ACTIVE,,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL,
,,Legislative District 1,,,,,,,,,,
,,,Maricopa,14,"7,616",,34,354,"20,733","14,331","43,068",
,,,Yavapai,35,"17,628",,164,700,"45,590","29,950","94,032",
,,,TOTALS,49,"25,244",,198,"1,054","66,323","44,281","137,100",
,,Legislative District 2,,,,,,,,,,
,,,Pima,33,"25,743",,134,439,"18,625","23,687","68,628",
,,,Santa Cruz,24,"12,568",,36,131,"4,079","8,364","25,178",
,,,TOTALS,57,"38,311",,170,570,"22,704","32,051","93,806",
,,Legislative District 3,,,,,,,,,,
,,,Pima,41,"43,413",,442,684,"14,778","27,212","86,529",
,,,TOTALS,41,"43,413",,442,684,"14,778","27,212","86,529",
,,Legislative District 4,,,,,,,,,,
,,,Maricopa,18,"7,950",,47,223,"9,465","11,015","28,700",
,,,Pima,17,"6,919",,34,71,"2,218","4,594","13,836",
,,,Pinal,1,144,,0,0,10,50,204,
,,,Yuma,23,"17,002",,22,227,"7,728","16,514","41,493",
,,,TOTALS,59,"32,015",,103,521,"19,421","32,173","84,233",
,,Legislative District 5,,,,,,,,,,
,,,La Paz,11,"2,062",,10,31,"3,285","3,158","8,546",
,,,Mohave,22,"19,484",,113,611,"47,149","41,502","108,859",
,,,TOTALS,33,"21,546",,123,642,"50,434","44,660","117,405",
,,Legislative District 6,,,,,,,,,,
,,,Coconino,45,"18,524",,198,538,"14,639","16,866","50,765",
,,,Gila,18,"3,070",,19,112,"8,989","4,443","16,633",
,,,Navajo,5,"3,000",,16,100,"8,630","3,957","15,703",
,,,Yavapai,10,"9,556",,80,251,"13,142","13,274","36,303",
,,,TOTALS,78,"34,150",,313,"1,001","45,400","38,540","119,404",
,,Legislative District 7,,,,,,,,,,
,,,Apache,45,"27,114",,42,145,"8,070","12,277","47,648",
,,,Coconino,26,"10,930",,33,184,"4,253","6,544","21,944",
,,,Gila,3,"1,848",,0,9,175,904,"2,936",
,,,Graham,2,"1,374",,0,3,175,629,"2,181",
,,,Mohave,2,270,,0,3,119,365,757,
,,,Navajo,9,"21,336",,35,286,"11,184","13,207","46,048",
,,,Pinal,1,0,,0,0,0,0,0,
,,,TOTALS,88,"62,872",,110,630,"23,976","33,926","121,514",
,,Legislative District 8,,,,,,,,,,
,,,Gila,18,"3,943",,7,40,"2,395","2,339","8,724",
,,,Pinal,51,"24,881",,86,539,"24,752","29,061","79,319",
,,,TOTALS,69,"28,824",,93,579,"27,147","31,400","88,043",
,,Legislative District 9,,,,,,,,,,
,,,Pima,57,"45,024",,411,943,"37,110","34,873","118,361",
,,,TOTALS,57,"45,024",,411,943,"37,110","34,873","118,361",
,,Legislative District 10,,,,,,,,,,
,,,Pima,49,"43,572",,381,921,"38,044","34,605","117,523",
,,,TOTALS,49,"43,572",,381,921,"38,044","34,605","117,523",
,,Legislative District 11,,,,,,,,,,
,,,Pima,34,"20,532",,112,524,"32,137","22,893","76,198",
,,,Pinal,27,"13,463",,58,391,"18,138","20,038","52,088",
,,,TOTALS,61,"33,995",,170,915,"50,275","42,931","128,286",
,,Legislative District 12,,,,,,,,,,
,,,Maricopa,34,"27,411",,129,"1,199","64,433","44,044","137,216",
,,,Pinal,1,255,,1,13,603,500,"1,372",
,,,TOTALS,35,"27,666",,,130,"1,212","65,036","44,544","138,588"
Report Date/Time: 08/22/2016 10:11 AM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 4
,,,,,,,"2016 Primary Election - August 30, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,ACTIVE,,,,,,
,Legislative,,,Precincts,Democratic,,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 13,,,,,,,,,,
,,,Maricopa,29,"17,175",,,82,576,"30,872","26,696","75,401"
,,,Yuma,21,"8,338",,,21,240,"14,514","13,414","36,527"
,,,TOTALS,50,"25,513",,,103,816,"45,386","40,110","111,928"
,,Legislative District 14,,,,,,,,,,
,,,Cochise,49,"19,546",,,129,471,"27,359","25,168","72,673"
,,,Graham,20,"3,957",,,9,58,"7,399","3,456","14,879"
,,,Greenlee,8,"2,007",,,0,27,"1,264","1,242","4,540"
,,,Pima,17,"6,563",,,48,239,"12,464","8,921","28,235"
,,,TOTALS,94,"32,073",,,186,795,"48,486","38,787","120,327"
,,Legislative District 15,,,,,,,,,,
,,,Maricopa,42,"30,364",,,159,"1,139","56,920","45,835","134,417"
,,,TOTALS,42,"30,364",,,159,"1,139","56,920","45,835","134,417"
,,Legislative District 16,,,,,,,,,,
,,,Maricopa,19,"16,431",,,95,596,"31,180","28,492","76,794"
,,,Pinal,21,"9,283",,,54,322,"17,737","18,095","45,491"
,,,TOTALS,40,"25,714",,,149,918,"48,917","46,587","122,285"
,,Legislative District 17,,,,,,,,,,
,,,Maricopa,39,"33,143",,,131,"1,071","49,228","45,160","128,733"
,,,TOTALS,39,"33,143",,,131,"1,071","49,228","45,160","128,733"
,,Legislative District 18,,,,,,,,,,
,,,Maricopa,42,"40,885",,,258,"1,235","48,160","44,366","134,904"
,,,TOTALS,42,"40,885",,,258,"1,235","48,160","44,366","134,904"
,,Legislative District 19,,,,,,,,,,
,,,Maricopa,28,"33,124",,,73,681,"13,883","34,521","82,282"
,,,TOTALS,28,"33,124",,,73,681,"13,883","34,521","82,282"
,,Legislative District 20,,,,,,,,,,
,,,Maricopa,47,"32,970",,,193,"1,106","42,353","42,022","118,644"
,,,TOTALS,47,"32,970",,,193,"1,106","42,353","42,022","118,644"
,,Legislative District 21,,,,,,,,,,
,,,Maricopa,42,"32,969",,,147,812,"45,204","43,408","122,540"
,,,TOTALS,42,"32,969",,,147,812,"45,204","43,408","122,540"
,,Legislative District 22,,,,,,,,,,
,,,Maricopa,48,"30,267",,,114,862,"65,374","46,971","143,588"
,,,TOTALS,48,"30,267",,,114,862,"65,374","46,971","143,588"
,,Legislative District 23,,,,,,,,,,
,,,Maricopa,57,"32,777",,,136,"1,067","69,682","51,714","155,376"
,,,TOTALS,57,"32,777",,,136,"1,067","69,682","51,714","155,376"
,,Legislative District 24,,,,,,,,,,
,,,Maricopa,40,"39,999",,,285,"1,081","22,015","35,110","98,490"
,,,TOTALS,40,"39,999",,,285,"1,081","22,015","35,110","98,490"
,,Legislative District 25,,,,,,,,,,
,,,Maricopa,37,"27,344",,,174,"1,057","57,781","41,417","127,773"
,,,TOTALS,37,"27,344",,,174,"1,057","57,781","41,417","127,773"
,,Legislative District 26,,,,,,,,,,
,,,Maricopa,34,"30,213",,,245,"1,031","20,529","34,164","86,182"
,,,TOTALS,34,"30,213",,,245,"1,031","20,529","34,164","86,182"
,,Legislative District 27,,,,,,,,,,
,,,Maricopa,35,"40,284",,,125,632,"11,607","33,469","86,117"
,,,TOTALS,35,"40,284",,,125,632,"11,607","33,469","86,117"
,,Legislative District 28,,,,,,,,,,
,,,Maricopa,57,"37,371",,,202,"1,198","49,445","40,444","128,660"
,,,TOTALS,57,"37,371",,,202,"1,198","49,445","40,444","128,660"
,,Legislative District 29,,,,,,,,,,
,,,Maricopa,33,"29,368",,,74,763,"14,089","30,211","74,505"
,,,TOTALS,33,"29,368",,,74,763,"14,089","30,211","74,505"
Report Date/Time: 08/22/2016 10:11 AM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 5
,,,,,,,"2016 Primary Election - August 30, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,ACTIVE,,,,,,
,Legislative,,,Precincts,Democratic,,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 30,,,,,,,,,,
,,,Maricopa,29,"28,040",,,114,717,"15,316","28,881","73,068"
,,,TOTALS,29,"28,040",,,114,717,"15,316","28,881","73,068"
,,,STATE TOTALS,"1,470","1,019,050",,,"5,512","26,653","1,185,023","1,164,373","3,400,611"
Report Date/Time: 08/22/2016 10:11 AM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 6,
,,,,,,"2016 Primary Election - August 30, 2016",,,,,,
,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,,
,,,,,INACTIVE,,,,,,,
,,Precincts,Date/Period,Democratic,,,Green,Libertarian,Republican,Other,TOTAL,
,Apache,45,Mar-16,"1,504",,,8,15,576,938,"3,041",
,,45,May-16,"1,542",,,7,14,605,904,"3,072",
,,45,P.E. 2016,"2,216",,,9,22,814,"1,297","4,358",
,Cochise,49,Mar-16,"2,000",,,25,72,"2,516","3,796","8,409",
,,49,May-16,"2,331",,,25,72,"2,747","4,058","9,233",
,,49,P.E. 2016,"2,301",,,23,72,"2,859","4,064","9,319",
,Coconino,71,Mar-16,"4,147",,,76,230,"2,927","7,898","15,278",
,,71,May-16,"3,562",,,68,210,"2,604","7,317","13,761",
,,71,P.E. 2016,"4,011",,,67,202,"2,764","7,458","14,502",
,Gila,39,Mar-16,"1,527",,,7,43,"1,775","2,183","5,535",
,,39,May-16,"1,402",,,7,43,"1,614","2,098","5,164",
,,39,P.E. 2016,"1,870",,,8,56,"2,117","2,659","6,710",
,Graham,22,Mar-16,623,,,3,16,980,774,"2,396",
,,22,May-16,619,,,3,16,961,826,"2,425",
,,22,P.E. 2016,899,,,3,24,"1,300","1,300","3,526",
,Greenlee,8,Mar-16,149,,,0,2,122,189,462,
,,8,May-16,150,,,0,2,116,183,451,
,,8,P.E. 2016,140,,,0,2,114,171,427,
,La Paz,11,Mar-16,518,,,8,12,531,812,"1,881",
,,11,May-16,506,,,8,12,515,798,"1,839",
,,11,P.E. 2016,714,,,9,17,817,"1,293","2,850",
,Maricopa,724,Mar-16,"78,522",,,724,"3,587","74,032","131,214","288,079",
,,724,May-16,"75,447",,,685,"3,395","72,042","126,765","278,334",
,,724,P.E. 2016,"76,243",,,697,"3,796","73,790","142,029","296,555",
,Mohave,24,Mar-16,"4,939",,,28,132,"6,709","10,773","22,581",
,,24,May-16,"5,787",,,34,160,"8,000","12,984","26,965",
,,24,P.E. 2016,"5,904",,,38,184,"8,140","13,634","27,900",
,Navajo,14,Mar-16,"2,271",,,11,54,"1,916","2,236","6,488",
,,14,May-16,"2,048",,,10,53,"1,711","2,128","5,950",
,,14,P.E. 2016,"2,275",,,12,56,"2,144","2,129","6,616",
,Pima,248,Mar-16,"26,802",,,395,899,"20,654","35,094","83,844",
,,248,May-16,"25,388",,,383,876,"19,892","34,417","80,956",
,,248,P.E. 2016,"25,936",,,411,886,"20,600","36,582","84,415",
,Pinal,101,Mar-16,"11,857",,,65,312,"10,307","19,509","42,050",
,,101,May-16,"11,351",,,64,302,"9,725","18,979","40,421",
,,102,P.E. 2016,"10,782",,,60,289,"9,174","18,081","38,386",
,Santa Cruz,24,Mar-16,"1,279",,,4,17,449,"1,244","2,993",
,,24,May-16,"1,216",,,4,17,430,"1,215","2,882",
,,24,P.E. 2016,"1,139",,,4,15,399,"1,138","2,695",
,Yavapai,44,Mar-16,"3,392",,,62,197,"5,698","8,604","17,953",
,,44,May-16,"3,209",,,59,188,"5,397","8,286","17,139",
,,45,P.E. 2016,"3,578",,,68,226,"6,096","10,129","20,097",
,Yuma,42,Mar-16,"6,245",,,17,198,"6,032","10,897","23,389",
,,43,May-16,"5,881",,,17,186,"5,645","10,540","22,269",
,,44,P.E. 2016,"6,053",,,20,204,"5,852","10,814","22,943",
,TOTALS:,"1,466",Mar-16,"145,775",,,"1,433","5,786","135,224","236,161","524,379",
,,"1,467",May-16,"140,439",,,"1,374","5,546","132,004","231,498","510,861",
,,"1,470",P.E. 2016,"144,061",,,"1,429","6,051","136,980","252,778","541,299",
,PERCENTAGES:,,Mar-16,27.8,,,0.27,1.1,25.79,45.04,,
,,,May-16,27.49,,,0.27,1.09,25.84,45.32,,
,,,P.E. 2016,26.61,,,0.26,1.12,25.31,46.7,,
Report Date/Time: 08/22/2016 10:11 AM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 7
,,,,,,,"2016 Primary Election - August 30, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,INACTIVE,,,,,,
,Congressional,,,Precincts,Democratic,,,Green,Libertarian,Republican,Other,TOTAL
,,Congressional District 1,,,,,,,,,,
,,,Apache,45,"2,216",,,9,22,814,"1,297","4,358"
,,,Coconino,71,"4,011",,,67,202,"2,764","7,458","14,502"
,,,Gila,22,"1,143",,,2,16,574,"1,155","2,890"
,,,Graham,22,899,,,3,24,"1,300","1,300","3,526"
,,,Greenlee,8,140,,,0,2,114,171,427
,,,Maricopa,3,61,,,0,1,8,55,125
,,,Mohave,2,17,,,0,0,12,39,68
,,,Navajo,14,"2,275",,,12,56,"2,144","2,129","6,616"
,,,Pima,26,"1,969",,,19,81,"2,970","3,401","8,440"
,,,Pinal,60,"6,346",,,30,133,"4,110","8,703","19,322"
,,,Yavapai,7,607,,,19,38,654,"1,525","2,843"
,,,TOTALS,280,"19,684",,,161,575,"15,464","27,233","63,117"
,,Congressional District 2,,,,,,,,,,
,,,Cochise,49,"2,301",,,23,72,"2,859","4,064","9,319"
,,,Pima,145,"15,811",,,276,609,"13,982","23,504","54,182"
,,,TOTALS,194,"18,112",,,299,681,"16,841","27,568","63,501"
,,Congressional District 3,,,,,,,,,,
,,,Maricopa,46,"4,426",,,21,160,"2,961","7,750","15,318"
,,,Pima,77,"8,156",,,116,196,"3,648","9,677","21,793"
,,,Pinal,1,26,,,0,0,2,17,45
,,,Santa Cruz,24,"1,139",,,4,15,399,"1,138","2,695"
,,,Yuma,29,"4,016",,,13,128,"2,654","6,409","13,220"
,,,TOTALS,177,"17,763",,,154,499,"9,664","24,991","53,071"
,,Congressional District 4,,,,,,,,,,
,,,Gila,17,727,,,6,40,"1,543","1,504","3,820"
,,,La Paz,11,714,,,9,17,817,"1,293","2,850"
,,,Maricopa,18,479,,,9,21,"1,011","1,287","2,807"
,,,Mohave,22,"5,887",,,38,184,"8,128","13,595","27,832"
,,,Pinal,41,"4,410",,,30,156,"5,062","9,361","19,019"
,,,Yavapai,38,"2,971",,,49,188,"5,442","8,604","17,254"
,,,Yuma,15,"2,037",,,7,76,"3,198","4,405","9,723"
,,,TOTALS,162,"17,225",,,148,682,"25,201","40,049","83,305"
,,Congressional District 5,,,,,,,,,,
,,,Maricopa,113,"12,307",,,111,648,"19,748","28,909","61,723"
,,,TOTALS,113,"12,307",,,111,648,"19,748","28,909","61,723"
,,Congressional District 6,,,,,,,,,,
,,,Maricopa,156,"10,602",,,127,631,"14,232","22,875","48,467"
,,,TOTALS,156,"10,602",,,127,631,"14,232","22,875","48,467"
,,Congressional District 7,,,,,,,,,,
,,,Maricopa,105,"16,490",,,91,583,"5,478","21,592","44,234"
,,,TOTALS,105,"16,490",,,91,583,"5,478","21,592","44,234"
,,Congressional District 8,,,,,,,,,,
,,,Maricopa,142,"11,672",,,91,548,"14,857","23,050","50,218"
,,,TOTALS,142,"11,672",,,91,548,"14,857","23,050","50,218"
,,Congressional District 9,,,,,,,,,,
,,,Maricopa,141,"20,206",,,247,"1,204","15,495","36,511","73,663"
,,,TOTALS,141,"20,206",,,247,"1,204","15,495","36,511","73,663"
,,,STATE TOTALS,"1,470","144,061",,,"1,429","6,051","136,980","252,778","541,299"
Report Date/Time: 08/22/2016 10:11 AM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 8
,,,,,,,"2016 Primary Election - August 30, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,,INACTIVE,,,,,,
,Legislative,,,Precincts,Democratic,,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 1,,,,,,,,,,
,,,Maricopa,14,772,,,13,57,"1,673","2,026","4,541"
,,,Yavapai,35,"2,367",,,41,163,"4,702","7,039","14,312"
,,,TOTALS,49,"3,139",,,54,220,"6,375","9,065","18,853"
,,Legislative District 2,,,,,,,,,,
,,,Pima,33,"3,467",,,27,96,"2,586","4,895","11,071"
,,,Santa Cruz,24,"1,139",,,4,15,399,"1,138","2,695"
,,,TOTALS,57,"4,606",,,31,111,"2,985","6,033","13,766"
,,Legislative District 3,,,,,,,,,,
,,,Pima,41,"5,984",,,134,158,"2,631","6,969","15,876"
,,,TOTALS,41,"5,984",,,134,158,"2,631","6,969","15,876"
,,Legislative District 4,,,,,,,,,,
,,,Maricopa,18,"1,036",,,6,42,"1,072","2,284","4,440"
,,,Pima,17,855,,,6,10,357,951,"2,179"
,,,Pinal,1,26,,,0,0,2,17,45
,,,Yuma,23,"3,499",,,7,96,"2,040","5,304","10,946"
,,,TOTALS,59,"5,416",,,19,148,"3,471","8,556","17,610"
,,Legislative District 5,,,,,,,,,,
,,,La Paz,11,714,,,9,17,817,"1,293","2,850"
,,,Mohave,22,"5,887",,,38,184,"8,128","13,595","27,832"
,,,TOTALS,33,"6,601",,,47,201,"8,945","14,888","30,682"
,,Legislative District 6,,,,,,,,,,
,,,Coconino,45,"2,981",,,64,177,"2,312","6,419","11,953"
,,,Gila,18,738,,,6,41,"1,556","1,518","3,859"
,,,Navajo,5,328,,,1,13,810,540,"1,692"
,,,Yavapai,10,"1,211",,,27,63,"1,394","3,090","5,785"
,,,TOTALS,78,"5,258",,,98,294,"6,072","11,567","23,289"
,,Legislative District 7,,,,,,,,,,
,,,Apache,45,"2,216",,,9,22,814,"1,297","4,358"
,,,Coconino,26,"1,030",,,3,25,452,"1,039","2,549"
,,,Gila,3,483,,,1,4,65,326,879
,,,Graham,2,255,,,1,0,41,179,476
,,,Mohave,2,17,,,0,0,12,39,68
,,,Navajo,9,"1,947",,,11,43,"1,334","1,589","4,924"
,,,Pinal,1,0,,,0,0,0,0,0
,,,TOTALS,88,"5,948",,,25,94,"2,718","4,469","13,254"
,,Legislative District 8,,,,,,,,,,
,,,Gila,18,649,,,1,11,496,815,"1,972"
,,,Pinal,51,"5,973",,,27,128,"4,345","9,414","19,887"
,,,TOTALS,69,"6,622",,,28,139,"4,841","10,229","21,859"
,,Legislative District 9,,,,,,,,,,
,,,Pima,57,"6,519",,,118,261,"5,276","9,062","21,236"
,,,TOTALS,57,"6,519",,,118,261,"5,276","9,062","21,236"
,,Legislative District 10,,,,,,,,,,
,,,Pima,49,"5,957",,,97,214,"4,909","8,909","20,086"
,,,TOTALS,49,"5,957",,,97,214,"4,909","8,909","20,086"
,,Legislative District 11,,,,,,,,,,
,,,Pima,34,"2,370",,,24,102,"3,490","4,177","10,163"
,,,Pinal,27,"2,556",,,18,79,"2,272","4,223","9,148"
,,,TOTALS,61,"4,926",,,42,181,"5,762","8,400","19,311"
,,Legislative District 12,,,,,,,,,,
,,,Maricopa,34,"3,941",,,37,237,"7,790","10,413","22,418"
,,,Pinal,1,46,,,0,5,86,105,242
,,,TOTALS,35,"3,987",,,37,242,"7,876","10,518","22,660"
Report Date/Time: 08/22/2016 10:11 AM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 9
,,,,,,,"2016 Primary Election - August 30, 2016",,,,,
